congress,chamber,bioguide_id,name,party,PORTMAN_attract,PORTMAN_offer
98,house,S000148,CHARLES SCHUMER,D,0.23067195481954664,0.053400793158538365
98,house,S000230,JOHN SEIBERLING,D,0.2552998338215634,0.06590898144224654
98,house,S000244,F. SENSENBRENNER,R,0.397664795729468,0.48829630350603886
98,house,S000286,JAMES SHANNON,D,0.34688008830692263,0.13591937029458684
98,house,S000294,PHILIP SHARP,D,0.39906915671911586,0.16078218398345995
98,house,S000303,E. SHAW,R,0.44065626740407243,0.6393151348082522
98,house,S000320,RICHARD SHELBY,D,0.4622821500040072,0.24171906812933772
98,house,S000393,NORMAN SHUMWAY,R,0.4493141154772433,0.416548916835928
98,house,S000394,BUD SHUSTER,R,0.4122842666765304,0.7464033378812327
98,house,S000407,GERRY SIKORSKI,D,0.3715425630970566,0.058241273829756905
98,house,S000409,MARK SILJANDER,R,,0.24435803414049032
98,house,S000423,PAUL SIMON,D,0.32071710408669085,0.12658380080882514
98,house,S000453,NORMAN SISISKY,D,,0.28699817320778426
98,house,S000463,JOSEPH SKEEN,R,,0.4958681929649191
98,house,S000465,IKE SKELTON,D,0.23631304781857163,0.23531051103353293
98,house,S000477,JAMES SLATTERY,D,0.4105360149282786,0.06831868583206306
98,house,S000522,CHRISTOPHER SMITH,R,0.5066898610821248,0.6481168869675614
98,house,S000527,DENNY SMITH,R,0.3227235399818257,0.4835387033052416
98,house,S000586,LAWRENCE SMITH,D,0.31055978436641296,0.1250924517458337
98,house,S000596,NEAL SMITH,D,0.32029932853774606,0.12220982262694549
98,house,S000607,ROBERT SMITH,R,0.3260880176425111,0.6044328756178339
98,house,S000622,VIRGINIA SMITH,R,,0.27172558207450365
98,house,S000663,OLYMPIA SNOWE,R,0.44362546955877563,0.5954691042695882
98,house,S000669,M. SNYDER,R,0.2989140161723019,0.8645514205961206
98,house,S000673,STEPHEN SOLARZ,D,0.29374881755544613,0.09248686826158711
98,house,S000675,GERALD SOLOMON,R,0.3043484097033811,0.582635429421188
98,house,S000718,FLOYD SPENCE,R,,0.5879582669766129
98,house,S000762,FERNAND ST GERMAIN,D,0.5802532132933076,0.0655278720545143
98,house,S000779,HARLEY STAGGERS,D,,0.02521407208936205
